id,year,type_of_violence,conflict_name,dyad_name,side_a,side_b,country,region,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,where_coordinates,latitude,longitude,preliminary
111663,1989,1,India: Bodoland,Government of India - ABSU,Government of India,ABSU,India,Asia,1989-01-01,1989-03-16,35,0,0,0,35,35,35,Assam state,26.000000,93.000000,
71629,1989,1,India - Pakistan,Government of India - Government of Pakistan,Government of India,Government of Pakistan,India,Asia,1989-01-01,1989-12-31,0,0,0,25,25,25,25,LoC,32.565000,74.676000,
85670,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-01-01,1989-01-01,0,0,3,0,3,3,3,Chawinda Devi village,31.714790,75.082214,
86148,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-01-01,1989-01-01,0,0,5,0,5,5,5,Punjab state,30.916670,75.416670,
86200,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-01-01,1989-01-19,0,0,0,0,0,76,0,India,20.000000,77.000000,
90908,1989,1,India: Kashmir,Government of India - Kashmir insurgents,Government of India,Kashmir insurgents,India,Asia,1989-01-01,1989-12-31,8,0,0,0,8,8,0,Jammu and Kashmir state,33.916670,76.666670,
94814,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-01-01,1989-12-31,172,633,0,0,805,805,805,Punjab state,30.916670,75.416670,
94817,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-01-01,1989-01-01,2,3,0,0,5,5,5,Batala town,31.809355,75.217601,
94793,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-01-02,1989-01-02,0,1,0,0,1,1,1,Punjab state,30.916670,75.416670,
94815,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-01-04,1989-01-04,2,2,0,0,4,4,4,Punjab state,30.916670,75.416670,
86201,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-01-05,1989-01-05,0,0,1,0,1,1,1,Amritsar town,31.632780,74.901359,
86231,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-01-06,1989-01-06,0,0,10,0,10,10,10,Amritsar district,31.566257,74.825378,
86811,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-01-11,1989-01-11,0,0,4,0,4,4,4,Amritsar town,31.632780,74.901359,
86875,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-01-12,1989-01-12,0,0,1,0,1,1,1,Jalandhar town,31.323559,75.558795,
94818,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-01-12,1989-01-12,0,4,0,0,4,4,4,Amritsar town,31.632780,74.901359,
94810,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-01-13,1989-01-15,0,0,1,0,1,1,1,Punjab state,30.916670,75.416670,
94778,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-01-18,1989-01-20,2,8,0,0,10,10,10,Punjab state,30.916670,75.416670,
86757,1989,1,India: Government,Government of India - PWG,Government of India,PWG,India,Asia,1989-02-01,1989-02-01,7,0,0,0,7,7,7,Adilabad district,19.264791,78.251174,
86876,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-02-04,1989-02-04,0,0,1,0,1,1,1,Chandigarh town,30.736290,76.788400,
94819,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-02-04,1989-02-05,0,2,0,3,5,5,5,Firozpur district,30.716845,74.301841,
86877,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-02-05,1989-02-05,0,0,2,0,2,2,2,Punjab state,30.916670,75.416670,
87332,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-02-16,1989-05-16,0,0,1,0,1,156,1,Kot Kapura town,30.565466,74.825962,
89446,1989,1,India: Bodoland,Government of India - ABSU,Government of India,ABSU,India,Asia,1989-02-16,1989-02-16,0,0,0,0,0,4,0,Assam state,26.000000,93.000000,
94820,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-02-17,1989-02-17,0,1,0,0,1,1,1,Jalandhar town,31.323559,75.558795,
85994,1989,1,India: Bodoland,Government of India - ABSU,Government of India,ABSU,India,Asia,1989-02-18,1989-02-18,0,2,0,0,2,2,2,Bengtol village,26.625760,90.483352,
86604,1989,1,India: Bodoland,Government of India - ABSU,Government of India,ABSU,India,Asia,1989-02-18,1989-02-18,0,1,0,0,1,1,1,Assam state,26.000000,93.000000,
86635,1989,1,India: Bodoland,Government of India - ABSU,Government of India,ABSU,India,Asia,1989-02-18,1989-02-18,0,0,0,0,0,1,0,Udalguri town,26.757987,92.111587,
89436,1989,1,India: Bodoland,Government of India - ABSU,Government of India,ABSU,India,Asia,1989-02-18,1989-02-18,0,1,0,0,1,1,1,Sidli village,26.531404,90.452056,
94821,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-02-26,1989-02-27,2,0,0,0,2,2,2,Punjab state,30.916670,75.416670,
95504,1989,2,Hindus (India) - Muslims (India),Hindus (India) - Muslims (India),Hindus (India),Muslims (India),India,Asia,1989-03-01,1989-03-31,4,13,0,0,17,17,17,Bhadrak town,21.030503,86.517150,
87401,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-03-08,1989-03-08,0,0,1,0,1,1,1,Phagwara town,31.205317,75.767883,
111667,1989,3,ABSU - Civilians,ABSU - Civilians,ABSU,Civilians,India,Asia,1989-03-14,1989-03-14,0,0,0,17,17,17,17,Bongaigaon town,26.488120,90.557216,
87443,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-03-25,1989-03-25,0,0,0,0,0,179,0,Amritsar town,31.632780,74.901359,
111666,1989,1,India: Bodoland,Government of India - ABSU,Government of India,ABSU,India,Asia,1989-03-29,1989-03-29,1,0,0,0,1,1,1,Assam state,26.000000,93.000000,
111665,1989,1,India: Bodoland,Government of India - ABSU,Government of India,ABSU,India,Asia,1989-03-30,1989-03-30,1,0,0,0,1,4,1,Assam state,26.000000,93.000000,
87417,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-04-05,1989-04-05,0,0,5,0,5,5,5,Punjab state,30.916670,75.416670,
90454,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-04-05,1989-04-05,0,0,2,0,2,2,2,Punjab state,30.916670,75.416670,
112743,1989,1,India: Kashmir,Government of India - Kashmir insurgents,Government of India,Kashmir insurgents,India,Asia,1989-04-06,1989-04-06,0,0,0,2,2,2,2,Srinagar town,34.080399,74.823383,
86932,1989,3,NSCN-IM - Civilians,NSCN-IM - Civilians,NSCN-IM,Civilians,India,Asia,1989-04-07,1989-04-07,0,0,10,0,10,10,10,Assam-Nagaland border,26.700000,94.580000,
87326,1989,3,NSCN-IM - Civilians,NSCN-IM - Civilians,NSCN-IM,Civilians,India,Asia,1989-04-07,1989-04-07,0,0,10,0,10,10,10,Assam-Nagaland border,26.700000,94.580000,
87427,1989,3,NSCN-IM - Civilians,NSCN-IM - Civilians,NSCN-IM,Civilians,India,Asia,1989-04-07,1989-04-07,0,0,10,0,10,10,10,Assam-Nagaland border,26.700000,94.580000,
96841,1989,3,NSCN-IM - Civilians,NSCN-IM - Civilians,NSCN-IM,Civilians,India,Asia,1989-04-07,1989-04-07,0,0,10,0,10,10,10,Assam-Nagaland border,26.700000,94.580000,
96843,1989,3,NSCN-IM - Civilians,NSCN-IM - Civilians,NSCN-IM,Civilians,India,Asia,1989-04-07,1989-04-07,0,0,10,0,10,10,10,Assam-Nagaland border,26.700000,94.580000,
96844,1989,3,NSCN-IM - Civilians,NSCN-IM - Civilians,NSCN-IM,Civilians,India,Asia,1989-04-07,1989-04-07,0,0,10,0,10,10,10,Assam-Nagaland border,26.700000,94.580000,
96846,1989,3,NSCN-IM - Civilians,NSCN-IM - Civilians,NSCN-IM,Civilians,India,Asia,1989-04-07,1989-04-07,0,0,30,0,30,30,30,Assam state,26.000000,93.000000,
94806,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-04-10,1989-04-16,0,0,0,0,0,23,0,Punjab state,30.916670,75.416670,
94807,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-04-19,1989-04-20,0,3,0,0,3,3,3,Punjab state,30.916670,75.416670,
95251,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-04-19,1989-04-19,0,0,5,0,5,5,5,Gurdaspur district,32.009575,75.203159,
94808,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-04-25,1989-04-25,0,1,0,0,1,1,1,Punjab state,30.916670,75.416670,
95252,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-04-25,1989-04-25,0,0,5,0,5,5,5,Amritsar town,31.632780,74.901359,
94811,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-05-05,1989-05-05,1,0,1,0,2,2,2,Ludhiana town,30.934835,75.845668,
94824,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-05-06,1989-05-06,0,1,0,0,1,1,1,Jalandhar town,31.323559,75.558795,
95801,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-05-06,1989-05-06,0,0,0,0,0,2,0,Jammu town,32.677210,74.811306,
94822,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-05-10,1989-05-11,0,1,0,0,1,1,1,Punjab state,30.916670,75.416670,
94823,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-05-11,1989-05-11,0,1,0,0,1,1,1,Batala town,31.809355,75.217601,
97088,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-05-27,1989-05-29,0,0,0,0,0,2,0,Amritsar district,31.566257,74.825378,
94779,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-05-30,1989-05-30,7,0,0,0,7,7,7,Amritsar district,31.566257,74.825378,
97069,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-05-30,1989-05-30,0,0,6,0,6,6,6,Punjab state,30.916670,75.416670,
97089,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-05-30,1989-05-30,0,0,2,0,2,340,2,Amritsar town,31.632780,74.901359,
84435,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-06-01,1989-06-01,0,0,1,0,1,1,1,Amritsar town,31.632780,74.901359,
97066,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-06-01,1989-06-01,0,0,2,0,2,2,2,Mohali village,30.725261,76.716827,
94825,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-06-02,1989-06-02,0,3,0,0,3,3,3,Rupnagar district,30.943695,76.530761,
94809,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-06-05,1989-06-05,0,1,0,0,1,1,1,Punjab state,30.916670,75.416670,
84543,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-06-06,1989-06-06,0,0,2,0,2,2,2,Punjab state,30.916670,75.416670,
84616,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-06-06,1989-06-06,0,0,3,0,3,3,3,Punjab state,30.916670,75.416670,
84381,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-06-09,1989-06-09,3,8,0,0,11,11,11,Tarn Taran town,31.424851,74.943412,
84487,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-06-09,1989-06-09,0,0,1,0,1,1,1,Amritsar town,31.632780,74.901359,
84659,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-06-09,1989-06-09,0,4,0,0,4,4,4,Punjab state,30.916670,75.416670,
84977,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-06-12,1989-06-12,1,1,0,0,2,2,2,Punjab state,30.916670,75.416670,
97100,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-06-12,1989-06-12,0,0,0,0,0,35,0,New Delhi city,28.651950,77.231490,
85614,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-06-17,1989-06-18,0,0,6,0,6,6,6,Punjab state,30.916670,75.416670,
94826,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-06-17,1989-06-18,0,7,0,0,7,7,7,Amritsar district,31.566257,74.825378,
111668,1989,3,ABSU - Civilians,ABSU - Civilians,ABSU,Civilians,India,Asia,1989-06-20,1989-06-20,0,0,7,0,7,7,7,Kokrajhar town,26.406830,90.267829,
94828,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-06-24,1989-06-24,1,1,0,0,2,2,2,Amritsar town,31.632780,74.901359,
94812,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-06-25,1989-06-25,3,0,0,0,3,3,3,Moga town,30.786348,75.198001,
97099,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-06-25,1989-06-25,0,0,0,0,0,26,0,Moga town,30.786348,75.198001,
89449,1989,1,India: Bodoland,Government of India - ABSU,Government of India,ABSU,India,Asia,1989-06-27,1989-06-27,8,0,2,0,10,10,10,Assam state,26.000000,93.000000,
90944,1989,1,India: Kashmir,Government of India - Kashmir insurgents,Government of India,Kashmir insurgents,India,Asia,1989-07-13,1989-07-13,3,0,0,1,4,4,0,Srinagar town,34.080399,74.823383,
85672,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-08-08,1989-08-08,0,0,6,0,6,357,6,Jammu town,32.677210,74.811306,
86149,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-08-09,1989-08-09,0,0,17,0,17,17,17,Karnal town,29.686834,76.986274,
86203,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-08-09,1989-08-09,0,0,0,0,0,13,0,Punjab state,30.916670,75.416670,
88147,1989,2,Assamese - Bodo,Assamese - Bodo,Assamese,Bodo,India,Asia,1989-08-09,1989-08-12,0,0,0,120,120,151,120,Assam state,26.000000,93.000000,
89450,1989,1,India: Bodoland,Government of India - ABSU,Government of India,ABSU,India,Asia,1989-08-12,1989-08-12,11,0,0,0,11,11,11,Udalguri town,26.757987,92.111587,
86833,1989,2,Assamese - Bodo,Assamese - Bodo,Assamese,Bodo,India,Asia,1989-08-16,1989-08-16,0,0,0,1,1,1,1,Assam state,26.000000,93.000000,
86204,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-08-18,1989-08-18,0,0,0,0,0,17,0,Chintpurni village,31.590073,76.393379,
85040,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-08-20,1989-08-20,0,1,0,0,1,1,1,Punjab state,30.916670,75.416670,
90946,1989,1,India: Kashmir,Government of India - Kashmir insurgents,Government of India,Kashmir insurgents,India,Asia,1989-08-21,1989-08-21,1,0,0,0,1,1,1,Srinagar town,34.080399,74.823383,
86205,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-08-27,1989-08-27,0,0,0,0,0,17,0,Kabarwala village,30.129453,74.412250,
190764,1989,2,Hindus (India) - Muslims (India),Hindus (India) - Muslims (India),Hindus (India),Muslims (India),India,Asia,1989-09-01,1989-09-30,0,0,0,8,8,8,8,Budaun district,28.111371,79.118026,
97241,1989,3,ULFA - Civilians,ULFA - Civilians,ULFA,Civilians,India,Asia,1989-09-01,1989-09-27,0,0,1,0,1,1,1,Assam state,26.000000,93.000000,
97249,1989,3,ULFA - Civilians,ULFA - Civilians,ULFA,Civilians,India,Asia,1989-09-01,1989-09-30,0,0,1,0,1,1,1,Assam state,26.000000,93.000000,
97250,1989,3,ULFA - Civilians,ULFA - Civilians,ULFA,Civilians,India,Asia,1989-09-01,1989-09-30,0,0,1,0,1,1,1,Assam state,26.000000,93.000000,
86194,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-09-02,1989-09-02,0,0,8,0,8,8,8,Kukar Majara village,31.178912,76.252658,
94813,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-09-02,1989-09-20,0,3,0,0,3,3,3,Muktsar town,30.461098,74.505096,
94829,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-09-08,1989-09-08,0,6,0,0,6,6,6,Punjab state,30.916670,75.416670,
86812,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-09-14,1989-09-14,0,0,8,0,8,8,8,Punjab state,30.916670,75.416670,
94830,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-09-14,1989-09-15,0,2,0,0,2,2,2,Punjab state,30.916670,75.416670,
94831,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-09-14,1989-09-15,0,1,0,0,1,1,1,Jalandhar town,31.323559,75.558795,
97639,1989,3,Kashmir insurgents - Civilians,Kashmir insurgents - Civilians,Kashmir insurgents,Civilians,India,Asia,1989-09-14,1989-09-14,0,0,1,0,1,1,0,Srinagar district,34.083330,74.833330,
94982,1989,1,India: Assam,Government of India - ULFA,Government of India,ULFA,India,Asia,1989-10-01,1989-10-31,1,0,1,0,2,2,2,Jorhat town,26.740103,94.216217,
95499,1989,2,Hindus (India) - Muslims (India),Hindus (India) - Muslims (India),Hindus (India),Muslims (India),India,Asia,1989-10-01,1989-10-31,7,20,0,0,27,27,27,Indore town,22.662735,75.859413,
89454,1989,1,India: Bodoland,Government of India - ABSU,Government of India,ABSU,India,Asia,1989-10-11,1989-10-11,6,0,4,0,10,10,10,Assam state,26.000000,93.000000,
95505,1989,2,Hindus (India) - Muslims (India),Hindus (India) - Muslims (India),Hindus (India),Muslims (India),India,Asia,1989-10-13,1989-10-15,0,0,0,22,22,22,22,Indore town,22.662735,75.859413,
94816,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-10-18,1989-10-18,0,1,0,0,1,1,1,Jalandhar town,31.323559,75.558795,
95500,1989,2,Hindus (India) - Muslims (India),Hindus (India) - Muslims (India),Hindus (India),Muslims (India),India,Asia,1989-10-20,1989-10-27,0,0,0,144,144,144,144,Bhagalpur town,25.250000,87.000000,
95434,1989,2,Hindus (India) - Muslims (India),Hindus (India) - Muslims (India),Hindus (India),Muslims (India),India,Asia,1989-10-24,1989-10-28,0,0,0,209,209,209,209,Bhagalpur town,25.250000,87.000000,
90947,1989,3,Kashmir insurgents - Civilians,Kashmir insurgents - Civilians,Kashmir insurgents,Civilians,India,Asia,1989-11-01,1989-11-01,0,0,1,0,1,1,1,Srinagar town,34.080399,74.823383,
95663,1989,3,Kashmir insurgents - Civilians,Kashmir insurgents - Civilians,Kashmir insurgents,Civilians,India,Asia,1989-11-04,1989-11-04,0,0,0,0,0,1,0,Srinagar district,34.083330,74.833330,
86878,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-11-10,1989-11-10,0,0,19,0,19,19,19,Patiala town,30.336572,76.398517,
95501,1989,2,Hindus (India) - Muslims (India),Hindus (India) - Muslims (India),Hindus (India),Muslims (India),India,Asia,1989-11-10,1989-11-10,0,0,0,5,5,5,5,Bhagalpur town,25.250000,87.000000,
95502,1989,2,Hindus (India) - Muslims (India),Hindus (India) - Muslims (India),Hindus (India),Muslims (India),India,Asia,1989-11-11,1989-11-11,0,0,0,4,4,4,4,Varanasi town,25.280000,82.960000,
95503,1989,2,Hindus (India) - Muslims (India),Hindus (India) - Muslims (India),Hindus (India),Muslims (India),India,Asia,1989-11-14,1989-11-14,0,0,0,5,5,5,5,Bhagalpur town,25.250000,87.000000,
90948,1989,1,India: Kashmir,Government of India - Kashmir insurgents,Government of India,Kashmir insurgents,India,Asia,1989-12-01,1989-12-01,1,0,0,0,1,1,1,Jammu and Kashmir state,33.916670,76.666670,
95665,1989,3,Kashmir insurgents - Civilians,Kashmir insurgents - Civilians,Kashmir insurgents,Civilians,India,Asia,1989-12-01,1989-12-01,0,0,0,0,0,1,0,Jammu and Kashmir state,33.916670,76.666670,
87333,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-12-12,1989-12-13,0,0,7,0,7,7,7,Punjab state,30.916670,75.416670,
87408,1989,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1989-12-13,1989-12-13,0,0,6,0,6,6,6,Punjab state,30.916670,75.416670,
84392,1989,3,Kashmir insurgents - Civilians,Kashmir insurgents - Civilians,Kashmir insurgents,Civilians,India,Asia,1989-12-27,1989-12-27,0,0,1,0,1,1,0,Anantnag district,33.833330,75.166670,
85039,1989,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1989-12-28,1989-12-28,4,0,0,0,4,4,4,Amritsar town,31.632780,74.901359,
90949,1989,1,India: Kashmir,Government of India - Kashmir insurgents,Government of India,Kashmir insurgents,India,Asia,1989-12-30,1989-12-30,0,3,0,0,3,3,3,Jammu and Kashmir state,33.916670,76.666670,
113760,1990,3,ABSU - Civilians,ABSU - Civilians,ABSU,Civilians,India,Asia,1990-01-01,1990-04-19,0,0,21,0,21,21,21,Assam state,26.000000,93.000000,
113764,1990,1,India: Bodoland,Government of India - ABSU,Government of India,ABSU,India,Asia,1990-01-01,1990-12-31,0,0,0,23,23,23,23,Assam state,26.000000,93.000000,
71630,1990,1,India - Pakistan,Government of India - Government of Pakistan,Government of India,Government of Pakistan,India,Asia,1990-01-01,1990-12-31,0,0,0,17,17,6,17,LoC,32.565000,74.676000,
87954,1990,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1990-01-01,1990-12-31,400,1229,0,0,1629,1629,1629,Punjab state,30.916670,75.416670,
90988,1990,1,India: Kashmir,Government of India - Kashmir insurgents,Government of India,Kashmir insurgents,India,Asia,1990-01-01,1990-10-31,0,0,0,0,0,150,0,Jammu and Kashmir state,33.916670,76.666670,
94838,1990,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1990-01-01,1990-01-03,0,0,0,0,0,1,0,Punjab state,30.916670,75.416670,
87410,1990,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1990-01-03,1990-01-03,0,0,0,0,0,3,0,Palampur town,32.095750,76.549210,
87975,1990,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1990-01-04,1990-01-04,3,0,0,0,3,3,3,Amritsar town,31.632780,74.901359,
86660,1990,3,Government of India - Civilians,Government of India - Civilians,Government of India,Civilians,India,Asia,1990-01-05,1990-01-05,0,0,1,0,1,1,1,Srinagar town,34.080399,74.823383,
87386,1990,3,Sikh insurgents - Civilians,Sikh insurgents - Civilians,Sikh insurgents,Civilians,India,Asia,1990-01-08,1990-01-08,0,0,0,0,0,4,0,Firozpur town,30.925740,74.613110,
88684,1990,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1990-01-08,1990-01-08,2,0,0,0,2,2,2,Punjab state,30.916670,75.416670,
90952,1990,1,India: Kashmir,Government of India - Kashmir insurgents,Government of India,Kashmir insurgents,India,Asia,1990-01-08,1990-01-08,0,0,0,1,1,1,1,Srinagar town,34.080399,74.823383,
94834,1990,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1990-01-08,1990-01-08,3,0,0,0,3,3,3,Jalandhar town,31.323559,75.558795,
90950,1990,1,India: Kashmir,Government of India - Kashmir insurgents,Government of India,Kashmir insurgents,India,Asia,1990-01-09,1990-01-09,1,0,0,0,1,1,1,Lalpora Beeru village,33.962004,74.532714,
90951,1990,1,India: Kashmir,Government of India - Kashmir insurgents,Government of India,Kashmir insurgents,India,Asia,1990-01-10,1990-01-10,1,0,0,0,1,1,1,Srinagar town,34.080399,74.823383,
85753,1990,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1990-01-13,1990-01-13,0,2,0,0,2,2,2,Bathinda district,30.167908,75.247184,
86095,1990,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1990-01-14,1990-01-14,0,2,0,0,2,2,2,Dosarna village,30.827912,76.611904,
89022,1990,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1990-01-14,1990-01-14,0,5,0,0,5,5,5,Mallanwala village,31.022519,74.832153,
89049,1990,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1990-01-14,1990-01-14,0,2,0,0,2,2,2,Firozpur district,30.716845,74.301841,
90326,1990,1,India: Punjab/Khalistan,Government of India - Sikh insurgents,Government of India,Sikh insurgents,India,Asia,1990-01-14,1990-01-14,0,1,0,0,1,1,1,Mallanwala village,31.022519,74.832153,
84208,1990,1,India: Kashmir,Government of India - Kashmir insurgents,Government of India,Kashmir insurgents,India,Asia,1990-01-15,1990-01-15,1,0,1,0,2,2,2,Srinagar town,34.080399,74.823383,
